Codi,Latitud,Longitud,Nom,Adreça,Municipi,DM,Comarca,ST,SE,Naturalesa,TipusCentre,Estudis,Web,Logo,Web-Nodes,Web-Propi,Telefons,Mail,Twitter,Instagram,Codi-SE,Codi-SEZ
08055567,41.34563689,2.040560798,Esc. de Música Municipal Blai Net,"c. Jaume I, 24 - 08830 Sant Boi de Llobregat",Sant Boi de Llobregat,,Baix Llobregat,BLL,SE del Baix Llobregat III,Públic,ART,MUSE,,,,,"936306886, 936400900",a8055567@xtec.cat,,,BLL03,08870308
08055592,41.405516552,2.147023707,Esc. de Música Berna,"c. Berna, 5-7, planta baixa - 08006 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,ART,MUSE,,,,,"932178137, 934159995",a8055592@xtec.cat,,,CEB05,08870108
08055609,41.61188517,2.090843627,Escola de Dansa Parc,"c. Prat de la Riba, 38 - 08211 Castellar del Vallès",Castellar del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental VIII,Privat,ART,DANE,,,,,937148595,a8055609@xtec.cat,,,VOC08,08870408
08055622,41.379211196,2.079054208,Escola de Dansa Marta Roig,"c. Bonavista, 8 - 08960 Sant Just Desvern",Sant Just Desvern,,Baix Llobregat,BLL,SE del Baix Llobregat VIII,Privat,ART,DANE,,,,,933711252,a8055622@xtec.cat,,,BLL08,08870306
08055634,41.406429639,2.167259376,Escola de Dansa Maxime d'Harroche,"c. Sicília, 402-404, - 08025 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Privat,ART,DANE,,,,,"934579619, 934579619",a8055634@xtec.cat,,,CEB06,08870105
08055658,41.41406032,2.157254533,Esc. de Música Kotska,"c. Antequera, 2-4 - 08024 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Privat,ART,MUSE,,,,,932849951,a8055658@xtec.cat,,,CEB06,08870105
08055661,41.40522022,2.165335902,Esc. de Música Sant Josep,"c. Grassot, 92-96 - 08025 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Privat,ART,MUSE,,,,,934576011,a8055661@xtec.cat,,,CEB06,08870105
08055683,41.383493438,2.1795401,CFA Manuel Sacristán,"Via Laietana, 16-18, 8a. planta - 08003 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,CFA,ADULTS,https://www.ccoo.cat/escolaadults,https://drive.google.com/thumbnail?id=1WdwLGYJce6fpLOZWLjTGkjAHpAFgash3,,https://www.ccoo.cat/escolaadults,"934812767, 934812922",a8055683@xtec.cat,,,CEB01,08870106
08055695,41.408412935,2.019302945,CFA Rafael Farré,"c. Canal de la Infanta, 23-25 - 08750 Molins de Rei",Molins de Rei,,Baix Llobregat,BLL,SE del Baix Llobregat I,Públic,CFA,ADULTS,,,,,"936801636, 936801636",a8055695@xtec.cat,,,BLL01,08870307
08055701,41.798852232,1.911939962,LLI privada Antònia Soler,"c. Jacint Verdaguer, 1 - 08650 Sallent",Sallent,,Bages,CCE,SE del Bages,Privat,LLA,EINF1C,,,,,938370720,a8055701@xtec.cat,,,CCE02,08870201
08055713,41.474820382,2.084854407,CFA Sant Cugat del Vallès,"c. Castellví, s/n. Casa de Cultura - 08190 Sant Cugat del Vallès",Sant Cugat del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental IV,Públic,CFA,ADULTS,https://agora.xtec.cat/cfasantcugat,https://drive.google.com/thumbnail?id=1BBfjqbnebZ_mjPD5MpRPcUlRYhxzgsUz,https://agora.xtec.cat/cfasantcugat,,"935891382, 936894339",a8055713@xtec.cat,,,VOC04,08870407
08055749,41.30718954,2.004018503,Escola de Dansa L'Aula de Dansa,"c. Marc Grau, 9 - 08850 Gavà",Gavà,,Baix Llobregat,BLL,SE del Baix Llobregat II,Privat,ART,DANE,,,,,936382449,a8055749@xtec.cat,,,BLL02,08870304
08055750,41.447709267,2.245558118,Escola de Dansa Marisa Yudes,"ptge. de la Plana, 4 - 08912 Badalona",Badalona,,Barcelonès,BCO,SE Ciutat de Badalona,Privat,ART,DANE,,,,,933845105,a8055750@xtec.cat,,,BCO01,08870209
08055762,41.72336908,1.825209698,Escola de Dansa Roser,"c. de les Piques, 2 entresol - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Privat,ART,DANE,,,,,"938726041, 938751594",a8055762@xtec.cat,,,CCE02,08870201
08055774,41.393552471,2.127421468,Esc. de Música Amalia Navas Saenz,"c. Francesc Carbonell, 52 baixos - 08034 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,ART,MUSE,,,,,932053486,a8055774@xtec.cat,,,CEB05,08870108
08055786,41.530400513,1.688335513,Esc. de Música de Capellades,"c. Divina Pastora, 10 baixos - 08786 Capellades",Capellades,,Anoia,CCE,SE de l'Anoia,Privat,ART,MUSE,,,,,938013355,a8055786@xtec.cat,,,CCE01,08870301
08055804,41.721706212,1.823501923,Esc. de Música Municipal de Manresa,"c. Ignasi Balcells, 12-14 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,ART,MUSE,,,,,938720088,a8055804@xtec.cat,,,CCE02,08870201
08055816,41.386819686,1.607836681,Llar d'infants El Xic Martinenc,"pg. Esportiu, 6 - 08731 Sant Martí Sarroca",Sant Martí Sarroca,,Alt Penedès,BCO,SE de l'Alt Penedès,Públic,LLA,EINF1C,,,,,938990037,a8055816@xtec.cat,,,BCO05,08870212
08055828,41.30433091,2.002684295,LLI privada Tic-Tac,"c. Sant Pere, 58, baixos - 08850 Gavà",Gavà,,Baix Llobregat,BLL,SE del Baix Llobregat II,Privat,LLA,EINF1C,,,,,"936380974, 936624706",a8055828@xtec.cat,,,BLL02,08870304
08055831,41.697091786,2.277634495,SEK-Catalunya,"av. els Tremolencs, 24-26 - 08530 La Garriga",La Garriga,,Vallès Oriental,MVO,SE del Vallès Oriental IV,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX",https://catalunya.sek.es,https://drive.google.com/thumbnail?id=12upHKrjcOm_tcCTVnoGS1sPexfnyTYxh,,https://catalunya.sek.es,"938718448, 938717717",a8055831@xtec.cat,@institucionsek,,MVO07,08870216
08055853,41.229376544,1.742050433,CFA Les Roquetes,"c. Antoni Gaudí, 24 - 08812 Sant Pere de Ribes",Sant Pere de Ribes,,Garraf,BCO,SE del Garraf,Públic,CFA,ADULTS,https://cfaroquetes.blogspot.com,https://drive.google.com/thumbnail?id=1f3uXsAjHGJDZ2Tm5Olb2xh9YJm8btHaL,,https://cfaroquetes.blogspot.com,"938143839, 938144529",a8055853@xtec.cat,,,BCO06,08870214
08055877,41.4887709,2.060741537,Thau,"av. Generalitat, s/n - 08190 Sant Cugat del Vallès",Sant Cugat del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental IV,Privat,IE,"EINF2C,EPRI,ESO",http://www.iccic.edu/thau-sant-cugat,https://drive.google.com/thumbnail?id=1qeUlujOUvvlQUXAaydCZCrYMe6YT71nT,,http://www.iccic.edu/thau-sant-cugat,"935898108, 935898168",a8055877@xtec.cat,@escolaThauSC,,VOC04,08870407
08055889,41.540814997,2.107988079,Escola Miquel Martí i Pol,"c. Cervantes, 87-101 - 08201 Sabadell",Sabadell,,Vallès Occidental,VOC,SE del Vallès Occidental I,Públic,ESC,"EINF2C,EPRI",https://miquelmartipolsabadell.blogspot.com,https://drive.google.com/thumbnail?id=1btvJt1rnSWJ63VdEdRSx8MJ51JdY5tj7,,https://miquelmartipolsabadell.blogspot.com,"937260372, 937478375",a8055889@xtec.cat,,,VOC01,08870404
08055890,41.614489599,2.53355015,Escola Sobirans,"ctra. de Lourdes, 29 - 08358 Arenys de Munt",Arenys de Munt,,Maresme,MVO,SE de l'Alt Maresme,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipsobirans,https://drive.google.com/thumbnail?id=1RK8eCQlVVCFSfjnFC1aQ9MZhPf4WTdI8,https://agora.xtec.cat/ceipsobirans,,"937950518, 937937081",a8055890@xtec.cat,,,MVO02,08870215
08055907,41.590807332,2.204500521,Escola Miquel Martí i Pol,"c. Can Roure, 2-10 - 08186 Lliçà d'Amunt",Lliçà d'Amunt,,Vallès Oriental,MVO,SE del Vallès Oriental IV,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipmiquelmartipol,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aYnBiRGpqWjJIS1U,https://agora.xtec.cat/ceipmiquelmartipol,,"938607505, 938607502",a8055907@xtec.cat,,,MVO07,08870216
08055932,41.427296252,2.162605797,Escola Torrent de Can Carabassa,"c. Llobregós, 17-23 - 08032 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipcancarabassa,https://drive.google.com/thumbnail?id=1OvvkGIA6vEyQcXZy7JnQsEzbgQTjJwZ0,https://agora.xtec.cat/ceipcancarabassa,https://cancarabassa.blogspot.com,"934074160, 934074014",a8055932@xtec.cat,,,CEB07,08870101
08055944,41.368468488,2.101369497,Institut Rubió i Ors,"c. Molí, 24 - 08906 L'Hospitalet de Llobregat",L'Hospitalet de Llobregat,,Barcelonès,BCO,SE Ciutat de l'Hospitalet de Llobregat,Públic,INS,"ESO,BATX",https://agora.xtec.cat/ies-rubio-hospitalet,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aS25aczdZYmNmM0E,https://agora.xtec.cat/ies-rubio-hospitalet,,"934385952, 934374934",a8055944@xtec.cat,,,BCO02,08870210
08055956,41.498559262,2.162604689,LLI privada Xiquilàndia,"c. Fontanella, 31-33 - 08291 Ripollet",Ripollet,,Vallès Occidental,VOC,SE del Vallès Occidental VI,Privat,LLA,EINF1C,,,,,935805092,a8055956@xtec.cat,,,VOC06,08870403
08055981,41.425001205,2.167814966,LLI privada El Petit Príncep Blau,"av. Frederic Rahola, 46 - 08032 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Privat,LLA,EINF1C,,,,,934291630,a8055981@xtec.cat,,,CEB07,08870101
08055993,41.396502419,2.154747335,Esc. de Música Marshall,"Comte de Salvatierra, 10 - 08006 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,ART,MUSE,,,,,"932187723, 934158243",a8055993@xtec.cat,,,CEB05,08870108
08056006,41.238440522,1.814927436,CFA de Sitges,"c. Josep Soler i Tasis, 4 - 08870 Sitges",Sitges,,Garraf,BCO,SE del Garraf,Públic,CFA,ADULTS,https://cfasitges.blogspot.com,,,https://cfasitges.blogspot.com,"938941048, 938941048",a8056006@xtec.cat,,,BCO06,08870214
08056018,41.610725139,2.085350714,CFA de Castellar del Vallès,"c. Pedrissos, 9, baixos - 08211 Castellar del Vallès",Castellar del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental VIII,Públic,CFA,ADULTS,,,,,"937148355, 937144040",a8056018@xtec.cat,,,VOC08,08870408
08056021,41.555173004,2.248672942,CFA de Montmeló,"c. Nou, 34 - 08160 Montmeló",Montmeló,,Vallès Oriental,MVO,SE del Vallès Oriental II,Públic,CFA,ADULTS,,https://drive.google.com/thumbnail?id=16efvTcrcL21E0XB4-PWOn2sywgJM9rci,,,935720997,a8056021@xtec.cat,,,MVO05,08870203
08056080,41.580657649,1.779794941,Aula Municipal de Música del Bruc,"c. del Bruc del Mig, 55 ""Can Casas"" - 08194 El Bruc",El Bruc,,Anoia,CCE,SE de l'Anoia,Públic,ART,MUSE,,,,,937710006,a8056080@xtec.cat,,,CCE01,08870301
08056109,41.363308102,2.104145817,Institut Can Vilumara,"av. de Josep Tarradellas i Joan, 153 - 08901 L'Hospitalet de Llobregat",L'Hospitalet de Llobregat,,Barcelonès,BCO,SE Ciutat de l'Hospitalet de Llobregat,Públic,INS,"ESO,BATX,CFPM,CFPS",https://agora.xtec.cat/inscanvilumara,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aUy1NVnJfcFpJVVU,https://agora.xtec.cat/inscanvilumara,,"933373308, 932611203",a8056109@xtec.cat,@InsCanVilumara,,BCO02,08870210
08056122,41.520019623,1.748922439,Escola Les Flandes,"c. Mossèn Jaume Guixà, 26-28 - 08784 Piera",Piera,,Anoia,CCE,SE de l'Anoia,Públic,ESC,"EINF2C,EPRI",http://escolalesflandes.com,https://drive.google.com/thumbnail?id=1LfdX3_rHo2h3l4XR7VtCE0CY5F2_4WbD,,http://escolalesflandes.com,"937794594, 937794595",a8056122@xtec.cat,@LesFlandes,,CCE01,08870301
08056161,41.22074741,1.728065807,Esc. de Música Freqüències,"c. Llibertat, 48 - 08800 Vilanova i la Geltrú",Vilanova i la Geltrú,,Garraf,BCO,SE del Garraf,Privat,ART,MUSE,,,,,938144754,a8056161@xtec.cat,,,BCO06,08870214
08056171,41.579159683,2.547680632,Escola de Dansa Sinera,"c. Sant Pere, 8 baixos - 08350 Arenys de Mar",Arenys de Mar,,Maresme,MVO,SE de l'Alt Maresme,Privat,ART,DANE,,,,,937957374,a8056171@xtec.cat,,,MVO02,08870215
08056183,41.40086654,2.12053572,Escola de Dansa Yisbell,"c. Major de Sarrià, 150 - 08017 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,ART,DANE,,,,,932037176,a8056183@xtec.cat,,,CEB05,08870108
08056195,41.405709886,2.136806404,Thuya,"c. Sant Gervasi de Cassoles, 68 - 08022 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,INS,"CFPM,CFPS,PFI,ADULTS",http://www.thuya.com/escuela,https://drive.google.com/thumbnail?id=1305b0yy-refaGAsEe5xesLMGtQ3yd1D9,,http://www.thuya.com/escuela,"932127412, 932125976",a8056195@xtec.cat,@ThuyaEscuela,thuyaescuela,CEB05,08870108
08056213,41.403294146,2.152091424,Estudis Financers,"c. Gran de Gràcia, 171-175 baixos - 08012 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Privat,INS,CFPS,,,,,934150988,,,,CEB06,08870105
08056432,41.580150072,1.626306616,Anoia,"c. Lleida, 9 - 08700 Igualada",Igualada,,Anoia,CCE,SE de l'Anoia,Privat,INS,"ESO,BATX",http://escolaanoia.cat,https://drive.google.com/thumbnail?id=13if-m3MDmvW0CbYLS3-eKavMxgVUmsfT,,http://escolaanoia.cat,"938050904, 938050904",a8056432@xtec.cat,,,CCE01,08870301
08056456,41.434819841,2.148138117,CETT,"av. Can Marcet, 36-38 - 08035 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Privat,INS,"CFPM,CFPS",https://www.cett.es,https://drive.google.com/thumbnail?id=1PoSK0mPNDO7BGTR1-Ap_msBIjUNK2Yhj,,https://www.cett.es,"934280777, 934286777",a8056456@xtec.cat,@CETT_UB,cett_ub,CEB07,08870101
08056468,41.436812641,2.008080574,Esc. de Música Municipal,"av. de la Generalitat, 76 - 08754 El Papiol",El Papiol,,Baix Llobregat,BLL,SE del Baix Llobregat I,Públic,ART,MUSE,,,,,"936731279, 936731539",a8056468@xtec.cat,,,BLL01,08870307
08056560,41.516531103,2.127857365,CFA Barberà,"c. Nemesi Valls, 35 - 08210 Barberà del Vallès",Barberà del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental VII,Públic,CFA,ADULTS,https://agora.xtec.cat/cfa-barbera,,https://agora.xtec.cat/cfa-barbera,,"937185818, 937184076",a8056560@xtec.cat,,,VOC07,08870401
08056572,41.320406465,2.087885311,CFA Terra Baixa,"pl. Pirineus, 1 - 08820 El Prat de Llobregat",El Prat de Llobregat,,Baix Llobregat,BLL,SE del Baix Llobregat IV,Públic,CFA,ADULTS,https://agora.xtec.cat/cfaterrabaixa,https://drive.google.com/thumbnail?id=1uxEKLkv4YRjMS-AlLWfGKtyskyFin3b6,https://agora.xtec.cat/cfaterrabaixa,,"934795696, 933708858",a8056572@xtec.cat,,,BLL04,08870303
08056584,41.495052943,2.13690346,CFA L'Alzina de Cerdanyola,"c. Romaní, 5 - 08290 Cerdanyola del Vallès",Cerdanyola del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental V,Públic,CFA,ADULTS,https://agora.xtec.cat/cfa-alzina,https://drive.google.com/thumbnail?id=1049LCWCvl-pz4-uHO832Syzvuv5IlhFQ,https://agora.xtec.cat/cfa-alzina,,935864459,a8056584@xtec.cat,,,VOC05,08870402
08056614,41.547341656,2.436556615,Escola Cirera,"av. Corregiment de Mataró, 67 - 08304 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-cirera,https://drive.google.com/thumbnail?id=1-SxreBvffy3bwVlfC6E0dXsfw_JEpr6P,https://agora.xtec.cat/esc-cirera,http://www.escolacirera.net,"937987456, 937987456",a8056614@xtec.cat,,,MVO01,08870207
08056638,41.395402937,2.178941617,Amec,"c. Casp, 130 - 08013 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Privat,INS,CFPS,,,,,"932319412, 932455746",a8056638@xtec.cat,,,CEB02,08870107
08056641,41.749323042,2.119841226,Esc. de Música Municipal,"c. Rocacorba, 23 - 08183 Castellterçol",Castellterçol,,Moianès,CCE,SE del Bages,Públic,ART,MUSE,,,,,938666549,a8056641@xtec.cat,,,CCE02,08870201
08056675,41.532305631,2.118163001,Núria Vilella,"pg. Rubió i Ors, 61 - 08203 Sabadell",Sabadell,,Vallès Occidental,VOC,SE del Vallès Occidental I,Privat,INS,ADULTS,,,,,"937123897, 937123897",a8056675@xtec.cat,,,VOC01,08870404
08056687,41.399781464,2.14328074,Escola de Dansa Anna Maleras,"c. Tavern, 25 - 08006 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,ART,DANE,,,,,"932090912, 932090912",a8056687@xtec.cat,,,CEB05,08870108
08056699,41.382523368,2.173264994,Escola de Dansa Joan Magriña,"c. Petrixol, 1 - 08002 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Privat,ART,DANE,,,,,933023641,a8056699@xtec.cat,,,CEB01,08870106
08056705,41.547220505,2.100683429,Escola de Dansa Ritme,"c. Vallès, 43 baixos - 08201 Sabadell",Sabadell,,Vallès Occidental,VOC,SE del Vallès Occidental I,Privat,ART,DANE,,,,,937253989,a8056705@xtec.cat,,,VOC01,08870404
08056729,41.791514589,1.994785185,ZER El Moianès Ponent,"pl. de l'Era de Cal Feliu, s/n - 08275 Calders",Calders,,Moianès,CCE,SE del Bages,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/zermoianes,https://drive.google.com/thumbnail?id=17Th3mNcJMQP4FXQOTRlNhZbzjMix_b32,https://agora.xtec.cat/zermoianes,,"938309276, 938309229",,,,CCE02,08870201
08056742,42.060746703,2.152448693,ZER Alt Lluçanès,c.de Sant Roc /c.San Agustí de Lluçanès - 08589 Sant Boi de Lluçanès,Sant Boi de Lluçanès,,Osona,CCE,SE d'Osona,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/zer-altllucanes,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aempURDRNMGx6dWM,https://agora.xtec.cat/zer-altllucanes,,938578200,a8056742@xtec.cat,@ZERAltLlucanes,,CCE04,08870208
08056766,41.391562577,1.767939467,ZER Subirats,"c. del Bosc, s/n - 08739 Subirats",Subirats,,Alt Penedès,BCO,SE de l'Alt Penedès,Públic,ESC,"EINF2C,EPRI",https://sites.google.com/a/xtec.cat/zer-subirats,https://drive.google.com/thumbnail?id=1ox4915dsNjifinmewh18_vgcodHde3jK,,https://sites.google.com/a/xtec.cat/zer-subirats,938993302,,,,BCO05,08870212
08056781,41.473015866,1.537238871,ZER Serra d'Ancosa,"Camí del Castell, s/n - 08779 La Llacuna",La Llacuna,,Anoia,CCE,SE de l'Anoia,Públic,ESC,"EINF2C,EPRI",,,,,938977050,,,,CCE01,08870301
08056791,41.705141745,1.542430658,ZER Vent d'Avall,"c. Mur, s/n - 08281 Els Prats de Rei",Els Prats de Rei,,Anoia,CCE,SE de l'Anoia,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/zerventdavall,https://drive.google.com/thumbnail?id=1FWn5vMmcQbh3zM6pazs7qT1ag8YHOYxf,https://agora.xtec.cat/zerventdavall,https://zerventdavall.wordpress.com,938698901,,,,CCE01,08870301
08056811,42.202924045,1.817806136,ZER Alt Berguedà,"c. Escoles, s/n - 08699 Vallcebre",Vallcebre,,Berguedà,CCE,SE del Berguedà,Públic,ESC,"EINF2C,EPRI",https://zeraltbergueda.blogspot.com,https://drive.google.com/thumbnail?id=1Bp-L8HaWRweM5IHUt0YFrl-g6mPlBnK6,,https://zeraltbergueda.blogspot.com,938227666,,,,CCE03,08870213
08056833,41.726148474,2.466650101,ZER Baix Montseny,"c. Mosqueroles, 1 bis - 08460 Campins",Campins,,Vallès Oriental,MVO,SE del Vallès Oriental III,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/zer-baixmontseny,,https://agora.xtec.cat/zer-baixmontseny,,938475031 938475031,,,,MVO06,08870204
08056857,41.94447576,2.016662119,ZER Gavarresa,"c. Sant Roc, s/n - 08279 Sant Feliu Sasserra",Sant Feliu Sasserra,,Bages,CCE,SE del Bages,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/zergavarresa,https://drive.google.com/thumbnail?id=1Ll4b1lMZBRSLjHfNNWYIx2acnbz4axfR,https://agora.xtec.cat/zergavarresa,,938139007,,,,CCE02,08870201
08056870,41.478972156,1.919287436,LLI privada Patufet,"c. Sant Antoni M. Claret, 12 - 08760 Martorell",Martorell,,Baix Llobregat,BLL,SE del Baix Llobregat VII,Privat,LLA,EINF1C,,,,,937750934,a8056870@xtec.cat,,,BLL07,08870310
08056882,41.41351678,2.184334936,Escola de Dansa David Campos,"c. Nació, 50 - 08026 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Privat,ART,DANE,,,,,933477340,a8056882@xtec.cat,,,CEB10,08870104
08056894,41.238890229,1.759348421,École Française Bel Air,ctra. C-246 Km. 42-Vilanoveta - 08810 Sant Pere de Ribes,Sant Pere de Ribes,,Garraf,BCO,SE del Garraf,Privat,EST,ESTR,http://www.ecole-belair.com,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8acGpFU2ZPR3VhNmM,,http://www.ecole-belair.com,938 962 267,a8056894@xtec.cat,,,BCO06,08870214
08056900,41.496829432,2.294980127,LLI privada La Caseta,"c. Verdaguer, 6 - 08328 Alella",Alella,,Maresme,MVO,SE del Baix Maresme,Privat,LLA,EINF1C,,,,,935556407,a8056900@xtec.cat,,,MVO03,08870205
08056912,41.61279882,2.23930309,Esc. de Música La Vall del Tenes,"c. Folch i Torres, 117 - 08186 Lliçà d'Amunt",Lliçà d'Amunt,,Vallès Oriental,MVO,SE del Vallès Oriental IV,Públic,ART,MUSE,,,,,938414886,a8056912@xtec.cat,,,MVO07,08870216
08056924,41.372746881,2.088735488,Esc. de Música Municipal,"Petit Parc de l'Amistat, 1 - 08950 Esplugues de Llobregat",Esplugues de Llobregat,,Baix Llobregat,BLL,SE del Baix Llobregat VIII,Públic,ART,MUSE,,,,,"933720416, 934738229",a8056924@xtec.cat,,,BLL08,08870306
08056936,41.384156379,1.929824816,CFA de Vallirana,"pl. Dr. Fleming, 9 - 08759 Vallirana",Vallirana,,Baix Llobregat,BLL,SE del Baix Llobregat VI,Públic,CFA,ADULTS,,,,,936832262,a8056936@xtec.cat,,,BLL06,08870309
08056948,41.539646786,2.440446522,Escola de Dansa Heidi Consegal,"c. Concepció, 11 - 08302 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Privat,ART,DANE,,,,,937990823,a8056948@xtec.cat,,,MVO01,08870207
08056951,41.460796302,2.246880466,Escola de Dansa Stil,"c. Pere III, 38 - 08915 Badalona",Badalona,,Barcelonès,BCO,SE Ciutat de Badalona,Privat,ART,DANE,,,,,933951957,a8056951@xtec.cat,,,BCO01,08870209
08056961,41.469205901,2.089698136,Europa,"c. Pla del Vinyet, s/n - 08190 Sant Cugat del Vallès",Sant Cugat del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental IV,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX,CFPS",http://www.eisbarcelona.com/ca,https://drive.google.com/thumbnail?id=1Eo5Q4R-pG7tR-RbzEMH7yCwPeYLwHg7_,,http://www.eisbarcelona.com/ca,"935898420, 936755263",a8056961@xtec.cat,@EuropaIntSchool,,VOC04,08870407
08056973,41.871898315,2.034562559,Aula Municipal de Música de Santa Maria d'Oló,"c. de Barcelona, 15 - 08273 Santa Maria d'Oló",Santa Maria d'Oló,,Moianès,CCE,SE del Bages,Públic,ART,MUSE,,,,,938385000,a8056973@xtec.cat,,,CCE02,08870201
08056985,41.46445291,2.208002887,Institut Ramon Berenguer IV,"c. Ramon Berenguer, 157 - 08924 Santa Coloma de Gramenet",Santa Coloma de Gramenet,,Barcelonès,BCO,SE Santa Coloma de Gramenet,Públic,INS,"ESO,BATX",https://agora.xtec.cat/iesrb4,https://drive.google.com/thumbnail?id=15j5AqSjqFUFr9A0BqhM-zpopaKIz5SMA,https://agora.xtec.cat/iesrb4,,"933926227, 934682877",a8056985@xtec.cat,,,BCO04,08870206
08056997,41.561559746,2.093613457,CFA La Concòrdia,"c. Solidaritat, 21 - 08206 Sabadell",Sabadell,,Vallès Occidental,VOC,SE del Vallès Occidental I,Públic,CFA,ADULTS,https://agora.xtec.cat/cfaconcordia,https://drive.google.com/thumbnail?id=1S2Z6Uqg-AG9VXZstLZuGylSspbVOSuJF,https://agora.xtec.cat/cfaconcordia,,"937232864, 937232864",a8056997@xtec.cat,,,VOC01,08870404
